PC1,PC2,Cluster,Sentence
1.94003157 ,0.98018947 ,1 , "Preheat  oven  to  350  degrees  F  (175  degrees  C). "
0.33877288 ,0.23088533 ,2 , "Grease  cookie  sheets. "
-1.12482987 ,0.56405035 ,4 , "In  a  large  bowl ,  cream  together  the  butter ,  brown  sugar ,  white  sugar ,  salt  and  peanut  butter. "
-0.89237867 ,-0.31098967 ,3 , "Beat  in  the  eggs  and  vanilla. "
-0.52297519 ,0.24224752 ,4 , "Combine  the  flour  and  baking  soda;  stir  into  the  batter  to  form  a  dough. "
-1.10783606 ,0.31854522 ,5 , "Mix  in  the  chocolate  chips  and  walnuts. "
-0.22308038 ,-0.15476142 ,2 , "Scoop  mounds  of  dough  as  large  as  two  tablespoons  onto  the  prepared  cookie  sheets. "
0.55211090 ,-0.89540797 ,0 , "Cookies  should  be  at  least  2  inches  apart. "
-0.16812858 ,-0.57904858 ,0 , "If  batter  is  crumbly ,  roll  portions  of  dough  into  rough  spheres  between  the  palms  of  your  hands. "
0.08373965 ,-0.70967880 ,0 , "Flatten  cookies  down  by  1/3  using  the  bottom  of  a  glass. "
0.62595283 ,-0.16522374 ,6 , "Bake  for  10  to  12    minutes  in  the  preheated  oven ,  until  well  risen  and  brown. "
0.06758069 ,-1.32514958 ,0 , "Do  not  overbake  they  will  firm  up  a  little  as  they  cool.       "
0.43929383 ,-0.98649672 ,0 , "Allow  cookies  to  cool  on  baking  sheet  for  5  minutes  before  removing  to  a  wire  rack  to  cool  completely. "
1.87533893 ,0.86736904 ,1 , "Preheat  oven  to  350  degrees  F  (180  degrees  C).       "
-0.32037655 ,0.65059752 ,2 , "Brush  baking  sheets  lightly  with  vegetable  oil. "
-0.71438941 ,0.77315179 ,4 , "Combine  flour ,  salt  and  baking  soda  on  waxed  paper. "
-0.73214704 ,0.13746251 ,3 , "Beat  together  shortening ,  sugars  and  vanilla  in  large  bowl  with  electric  mixer  until  creamy. "
-0.56419119 ,-0.36261721 ,3 , "Add  eggs  and  beat  until  light  and  fluffy. "
-0.79071333 ,0.55532069 ,4 , "Gradually  beat  in  flour  mixture. "
-1.02604816 ,0.34900694 ,5 , "Stir  in  rolled  oats  and  then  chocolate  chips. "
0.29789239 ,-0.17702217 ,2 , "Drop  batter  by  rounded  teaspoonsfuls  onto  baking  sheets. "
0.71638515 ,-0.41252988 ,6 , "Bake  for  8-10  minutes  or  till  golden. "
0.46907610 ,-0.77403788 ,0 , "Cool  cookies  on  sheets  for  2  minutes. "
0.50738644 ,-1.22729171 ,0 , "Remove  to  wire  racks  to  cool  completely. "
1.94003157 ,0.98018947 ,1 , "Preheat  oven  to  350  degrees  F  (175  degrees  C). "
0.33877288 ,0.23088533 ,2 , "Grease  cookie  sheets. "
-0.89005721 ,0.11171758 ,3 , "In  a  large  bowl ,  cream  together  the  butter ,  sugar. "
-1.03160345 ,-0.05778296 ,3 , "Beat  in  egg  and  vanilla. "
-0.56931009 ,0.10258035 ,3 , "Stir  in  the  zucchini. "
-0.88768073 ,0.92618753 ,4 , "Combine  the  flour ,  baking  powder ,  salt  and  cinnamon;  stir  into  the  zucchini  mixture. "
-1.10783606 ,0.31854522 ,5 , "Mix  in  the  chocolate  chips  and  walnuts. "
0.03149374 ,-0.22697764 ,2 , "Drop  by  heaping  spoonfuls  onto  the  prepared  cookie  sheets. "
0.67064013 ,-0.15861127 ,6 , "Bake  for  12  to  15  minutes  in  the  preheated  oven ,  until  edges  are  light  brown. "
0.51497369 ,-0.69277984 ,0 , "Remove  from  baking  sheets  to  cool  on  wire  racks. "
1.74390482 ,0.63193999 ,1 , "Preheat  the  oven  to  300  degrees  F  (150  degrees  C). "
0.33877288 ,0.23088533 ,2 , "Grease  cookie  sheets. "
-0.75562125 ,0.63616835 ,4 , "Stir  together  the  flour ,  baking  soda ,  salt  and  oats;  set  aside. "
-0.83454942 ,0.12485829 ,3 , "In  a  medium  bowl ,  cream  together  the  butter  and  brown  sugar  until  smooth. "
-0.48906224 ,-0.76660620 ,3 , "Beat  in  the  eggs  one  at  a  time  then  stir  in  the  vanilla. "
-0.82803201 ,-0.10366405 ,3 , "Mix  in  the  dry  ingredients  until  well  blended  before  stirring  in  the  chocolate  chips. "
0.38193364 ,-0.46216372 ,2 , "Drop  by  heaping  spoonfuls  onto  the  prepared  cookie  sheet  at  least  3  inches  apart. "
0.30973557 ,0.06389828 ,2 , "Flatten  cookies  to  1/2  inch  thick. "
0.76238295 ,0.29998238 ,6 , "Bake  for  21  minutes  in  the  preheated  oven ,  until  lightly  browned.     "
0.43929383 ,-0.98649672 ,0 , "Allow  cookies  to  cool  on  baking  sheet  for  5  minutes  before  removing  to  a  wire  rack  to  cool  completely. "
0.05133903 ,0.65407561 ,3 , "Preheat  oven  to  350  degrees  F  (175  degrees  C).In  a  large  bowl ,  cream  together  the  butter  flavored  shortening ,  brown  sugar  and  white  sugar  until  smooth. "
-0.49122109 ,-0.70028050 ,3 , "Beat  in  the  eggs ,  one  at  a  time ,  then  stir  in  the  vanilla. "
-0.85702190 ,0.77925438 ,4 , "Combine  the  flour ,  baking  soda  and  salt;  stir  into  the  creamed  mixture. "
-0.92181512 ,0.12269079 ,5 , "Finally ,  fold  in  the  chocolate  chips ,  coconut  and  macadamia  nuts. "
0.46119740 ,-0.26066213 ,2 , "Roll  dough  into  1  inch  balls  and  place  them  2  inches  apart  onto  ungreased  cookie  sheets. "
1.15330303 ,-0.01635458 ,6 , "Bake  for  8  to  10  minutes  in  the  preheated  oven. "
0.43929383 ,-0.98649672 ,0 , "Allow  cookies  to  cool  on  baking  sheet  for  5  minutes  before  removing  to  a  wire  rack  to  cool  completely. "
-0.02929990 ,-1.51096886 ,0 , "Enjoy! "
0.02377296 ,-0.91963221 ,0 , "-  they  will  be  chewy.     "
0.17664525 ,-0.92119243 ,0 , "If  you  like  them  crispy ,  increase  the  cooking  time  to  about  12  minutes. "
0.05330857 ,0.12840241 ,3 , "(My  mom  loves  them  burnt!)Preheat  oven  to  350  degrees  F  (175  degrees  C).In  a  medium  bowl ,  bowl ,  beat  together  the  white  sugar ,  brown  sugar ,  oil  and  shortening  until  smooth. "
-0.72312374 ,-0.35836034 ,3 , "Stir  in  eggs  and  vanilla ,  beating  well  after  each  addition. "
-1.03064188 ,0.83849997 ,4 , "Combine  the  flour ,  cream  of  tartar ,  baking  soda  and  salt ,  stir  into  the  sugar  mixture. "
-0.60968975 ,-0.42712387 ,5 , "Finally   ,  fold  in  the  chocolate  chips. "
0.15047231 ,-0.22432026 ,2 , "Drop  by  heaping  spoonfuls  onto  an  unprepared  cookie  sheet. "
1.15330303 ,-0.01635458 ,6 , "Bake  for  8  to  10  minutes  in  the  preheated  oven. "
0.54719577 ,-0.69234234 ,0 , "Remove  from  baking  sheet  to  cool  on  wire  racks. "
0.17633597 ,0.65774384 ,3 , "Preheat  oven  to  350  degrees  F  (175  degrees  C).In  large  bowl ,  cream  together  the  butter ,  brown  sugar  and  white  sugar  until  smooth. "
-0.75502949 ,-0.03947861 ,3 , "Beat  in  the  eggs ,  then  stir  in  the  creme  de  menthe  liqueur. "
-0.84997408 ,0.73882158 ,4 , "Combine  the  flour ,  baking  soda  and  salt;  stir  into  the  mint  mixture. "
-0.59053416 ,-0.49438196 ,3 , "Mix  in  the  chocolate  chips  by  hand  using  a  wooden  spoon. "
0.47148608 ,0.07597491 ,2 , "Drop  dough  by  heaping  teaspoonfuls  onto  an  ungreased  cookie  sheet. "
0.55211090 ,-0.89540797 ,0 , "Cookies  should  be  at  least  2  inches  apart. "
1.15330303 ,-0.01635458 ,6 , "Bake  for  8  to  10  minutes  in  the  preheated  oven. "
0.43929383 ,-0.98649672 ,0 , "Allow  cookies  to  cool  on  baking  sheet  for  5  minutes  before  removing  to  a  wire  rack  to  cool  completely. "
2.30202981 ,1.18158664 ,1 , "Preheat  oven  to  275  degrees  F  (135  degrees "
-0.12478992 ,-0.33948637 ,3 , "C).Spread  the  walnuts  onto  a  baking  sheet ,  and  toast  until  the  nuts  start  to  turn  golden  brown  and  become  fragrant ,  about  45  minutes. "
-0.17877081 ,-0.87100168 ,0 , "Watch  the  nuts  carefully  as  they  bake ,  they  burn  quickly. "
-0.08476499 ,-0.38944524 ,0 , "Once  toasted ,  set  the  walnuts  aside  to  cool  to  room  temperature. "
1.72419575 ,0.71193363 ,1 , "Raise  oven  temperature  to  350  degrees  F  (175  degrees  C). "
0.32861685 ,-0.09786060 ,2 , "Line  baking  sheets  with  parchment  paper. "
-0.80790548 ,0.42250663 ,4 , "Whisk  together  the  matzo  cake  meal ,  salt ,  and  potato  starch  in  a  bowl. "
-0.65189978 ,-0.14027423 ,3 , "In  a  large  bowl ,  beat  the  eggs ,  margarine ,  and  sugar  together  until  smoothly  combined. "
-0.79791062 ,-0.04732980 ,3 , "Stir  the  meal  mixture  into  the  wet  ingredients  until  thoroughly  combined ,  and  mix  in  the  chocolate  chips. "
0.25012471 ,-0.10108480 ,2 , "Drop  the  dough  by  spoonfuls  onto  the  parchment-lined  baking  sheets. "
0.62631322 ,0.16063081 ,6 , "Bake  in  the  preheated  oven  until  lightly  golden  brown ,  10  to  15  minutes. "
0.17529663 ,-0.65352581 ,0 , "Remove  the  cookies  from  the  baking  sheets  as  soon  as  they  are  removed  from  the  oven;  cool  on  baking  racks. "
0.55370504 ,0.83748307 ,4 , "Preheat  oven  to  375  degrees  F  (  190  degrees  C).Sift  together  in  a  large  bowl  flour ,  baking  soda  and  salt. "
-0.92845584 ,0.38395304 ,3 , "To  this  add  sugars ,  egg ,  vanilla  extract  and  butter. "
-0.48958609 ,-0.62342576 ,3 , "Beat  until  smooth  and  well  blended.     "
-1.13954181 ,0.40183681 ,5 , "Stir  in  nuts  and  chocolate  chips. "
0.87594372 ,-0.33351706 ,2 , "Drop  by  teaspoonfuls  2  inches  apart  on  ungreased  cookie  sheet. "
0.54754434 ,-0.46882964 ,6 , "Bake  for  10-12  minutes  or  until  golden  colored. "
0.63663885 ,-1.11517992 ,0 , "Cool  on  wire  rack. "
1.94003157 ,0.98018947 ,1 , "Preheat  oven  to  350  degrees  F  (175  degrees  C). "
0.42587490 ,-0.09632098 ,2 , "Line  2  baking  sheets  with  parchment  paper. "
-1.02531784 ,0.73312876 ,4 , "Whisk  almond  butter ,  honey ,  egg ,  baking  soda ,  vanilla  extract ,  and  salt  together  in  a  bowl;  fold  in  chocolate  chips. "
0.25432399 ,0.07055330 ,2 , "Drop  batter ,  about  2  tablespoons  per  cookie ,  onto  the  prepared  baking  sheet  about  1  1/2  inches  apart. "
0.75579837 ,-0.18336551 ,6 , "Bake  in  the  preheated  oven  until  edges  start  to  crisp ,  8  to  10  minutes. "
0.42928893 ,-0.59547728 ,0 , "Cool  cookies  on  baking  sheet  for  10  minutes  before  removing. "
-1.17397148 ,0.97680638 ,4 , "Thoroughly  cream  sugars ,  margarine ,  oil ,  egg ,  milk  and  vanilla. "
-1.05158788 ,0.48920259 ,5 , "Add  dry  ingredients ,  nuts  and  chocolate  chips. "
0.49510201 ,0.32657331 ,2 , "Drop  by  teaspoon  onto  ungreased  cookie  sheets.     "
1.53942023 ,0.21300561 ,1 , "Bake  at  350  degrees  F  (175  degrees  C)  for  8-12  minutes.     "
-0.44317509 ,0.10186011 ,3 , "(Cookies  are  light  in  color  when  done.)Beat  butter ,  brown  sugar ,  granulated  sugar ,  and  egg  until  light  and  fluffy ,  about  3  minutes.     "
-0.59623597 ,-0.25469107 ,3 , "Beat  in  hot  water  and  vanilla.     "
-0.73623939 ,0.23488837 ,4 , "Gradually  beat  in  flour ,  baking  soda ,  and  salt ,  until  well  blended  and  smooth.     "
-1.14566706 ,0.56764897 ,5 , "Stir  in  chocolate  chips. "
0.24824696 ,0.08381626 ,2 , "Drop  dough  by  well-rounded  teaspoons  onto  greased  cookie  sheets.     "
1.16853325 ,0.13158198 ,1 , "Bake  at  375  degrees  F  (190  degrees  C)  for  10  minute ,  or  until  golden.     "
0.38818741 ,-0.93143569 ,0 , "Cool  cookie  sheet  on  a  wire  rack  for  1  minutes ,  then  remove  cookies  to  a  rack  to  cool  completely. "
1.97257623 ,1.02417523 ,1 , "Preheat  oven  to  375  degrees  F  (190  degrees  C). "
0.11248995 ,0.38148880 ,2 , "Lightly  grease  cookie  sheets. "
-0.63185659 ,0.42578572 ,4 , "Sift  together  the  flour ,  baking  powder  and  salt ,  set  aside. "
-0.87615465 ,0.16994775 ,3 , "In  a  medium  bowl ,  cream  together  the  butter  and  sugar. "
-0.75506129 ,-0.06070545 ,3 , "Add  the  eggs ,  milk  and  vanilla ,  stirring  after  each  addition. "
-0.49890431 ,-0.20336662 ,3 , "Add  the  dry  ingredients  and  mix  until  a  stiff  dough  forms. "
-0.17340905 ,-0.74814727 ,0 , "Separate  1/4  of  the  dough  form  the  rest  and  set  aside  in  a  small  bowl. "
-0.36001387 ,-0.57605115 ,3 , "Add  the  nuts  to  the  dough  in  the  small  bowl. "
-0.59519044 ,0.07159431 ,3 , "Add  the  pudding  mix  and  3/4  cup  of  chocolate  chips  to  the  large  portion  of  dough;  mix  until  blended. "
-0.16543371 ,-0.23694249 ,2 , "Roll  the  pudding  flavored  dough  into  walnut  sized  balls ,  and  place  them  1  1/2  inches  apart  on  the  prepared  cookie  sheets. "
-0.24589984 ,-0.76706825 ,0 , "Flatten  the  balls  using  your  hand  or  the  bottom  of  a  glass  dipped  in  sugar. "
-0.10932284 ,-0.72835597 ,0 , "Roll  the  dough  from  the  small  bowl  into  marble  sized  balls ,  place  1  ball  on  top  of  each  of  the  flattened  cookies. "
-0.30993486 ,-0.60306018 ,0 , "Then ,  on  top  of  each  cookie ,  place  1  of  the  white  chocolate  chips. "
0.69904917 ,-0.28451496 ,6 , "Bake  for  8  to  10  minutes  in  the  preheated  oven ,  or  until  cookies  are  set. "
0.47971932 ,-0.79677602 ,0 , "Remove  from  the  baking  sheet  to  cool  on  wire  racks. "
-0.30108019 ,-0.18102226 ,3 , "When  cool ,  dust  with  confectioners'  sugar  if  desired. "
1.68304340 ,0.76688297 ,1 , "Preheat  oven  to  350  degrees  F  (175degrees  C). "
0.33877288 ,0.23088533 ,2 , "Grease  cookie  sheets. "
-0.83454942 ,0.12485829 ,3 , "In  a  medium  bowl ,  cream  together  the  butter  and  brown  sugar  until  smooth. "
-1.00170022 ,0.16267486 ,3 , "Stir  in  the  egg  and  vanilla. "
-0.93932024 ,0.79377689 ,4 , "Combine  the  flour ,  rolled  oats ,  baking  soda  and  salt ,  stir  into  the  creamed  mixture. "
-0.87635440 ,-0.06868845 ,5 , "Then  stir  in  the  chocolate  chips. "
-0.45363991 ,-0.45471971 ,3 , "Fold  the  cocoa  powder  in  slightly ,  to  create  a  marbled  effect. "
0.21537843 ,-0.51324851 ,2 , "Drop  dough  by  rounded  teaspoonfuls  onto  the  prepared  cookie  sheets. "
1.16824475 ,-0.02957496 ,6 , "Bake  for  10  to  12  minutes  in  the  preheated  oven. "
0.42795145 ,-0.92902076 ,0 , "Allow  cookies  to  cool  for  2  minutes  on  the  baking  sheet  before  removing  to  cool  on  wire  racks. "
0.20503623 ,-0.69301281 ,0 , "Store  in  an  airtight  container. "
0.14225377 ,0.44701753 ,3 , "Preheat  oven  to  350  degrees  F  (175  degrees  C).In  a  large  bowl ,  cream  together  the  shortening ,  water ,  white  sugar  and  brown  sugar  until  light  and  fluffy. "
-0.44043059 ,-0.76585634 ,3 , "Add  the  eggs  one  at  a  time ,  beating  well  with  each  addition ,  then  stir  in  the  vanilla. "
-0.88881724 ,0.70467444 ,4 , "Combine  the  flour  and  baking  soda ,  stir  into  the  creamed  mixture. "
-0.52993387 ,-0.48080201 ,3 , "Fold  in  the  chocolate  chips ,  then  fold  in  the  cocoa  powder  last  to  create  a  marbled  effect. "
0.25431381 ,-0.49192014 ,2 , "Drop  by  rounded  spoonfuls  onto  a  cookie  sheet. "
1.15330303 ,-0.01635458 ,6 , "Bake  for  8  to  10  minutes  in  the  preheated  oven. "
0.43929383 ,-0.98649672 ,0 , "Allow  cookies  to  cool  on  baking  sheet  for  5  minutes  before  removing  to  a  wire  rack  to  cool  completely. "
2.30152189 ,1.43608348 ,1 , "Preheat  oven  to  350  degrees  F "
-0.24307258 ,0.15294637 ,3 , "(175  degrees  C).Beat  cake  mix ,  eggs ,  and  vegetable  oil  in  a  bowl  using  an  electric  mixer  on  medium  until  dough  is  well  combined;  stir  in  chocolate  chips. "
0.09390967 ,-0.17426405 ,2 , "Drop  dough  by  the  spoonful  onto  a  baking  sheet. "
0.72263003 ,0.10409501 ,6 , "Bake  in  the  preheated  oven  until  golden  brown ,  10  to  12  minutes. "
1.88457161 ,1.22413169 ,1 , "Heat  oven  to  350  degrees "
1.41189804 ,0.44339702 ,1 , "F. "
-0.27348098 ,-0.18977195 ,3 , "In  large  bowl ,  break  up  cookie  dough. "
-0.65546973 ,0.49820675 ,4 , "Stir  or  knead  in  flour  until  well  blended. "
-0.18053764 ,-0.10835111 ,3 , "Shape  tablespoonfuls  of  dough  into  balls;  roll  in  pecans ,  pressing  into  dough. "
0.77709166 ,-0.18499917 ,2 , "Place  1  inch  apart  on  ungreased  cookie  sheets. "
0.41196926 ,-0.38200466 ,6 , "Bake  12  to  16  minutes  or  until  edges  are  light  golden  brown. "
-0.05030178 ,-0.71309711 ,0 , "Using  handle  of  wooden  spoon ,  make  indentation  in  center  of  each  cookie. "
0.06183376 ,-1.44912277 ,0 , "Cool "
0.67135235 ,-0.53061774 ,0 , "1  minute;  remove  from  cookie  sheet  to  cooling  racks. "
0.49909711 ,-1.02764394 ,0 , "Cool  completely ,  about  20  minutes. "
-0.08769370 ,-0.11123435 ,3 , "Meanwhile ,  in  microwavable  bowl ,  microwave  caramels  and  half-and-half  uncovered  on  High  1  to  2  minutes ,  stirring  once ,  until  caramels  are  melted. "
-0.26096453 ,0.29111513 ,2 , "Spoon  about  1  teaspoon  caramel  into  indentation  of  each  cookie. "
0.95507250 ,-0.90114947 ,6 , "Cool  15  minutes. "
-0.81363690 ,0.95183224 ,4 , "Drizzle  with  melted  chocolate;  sprinkle  with  salt. "
0.23004588 ,-0.92495996 ,0 , "Let  stand  about  15  minutes  or  until  chocolate  is  set. "
0.15343993 ,0.61801927 ,3 , "Preheat  oven  to  350  degrees  F  (175  degrees  C).In  a  large  bowl ,  cream  together  the  shortening ,  margarine ,  white  sugar  and  brown  sugar  until  smooth. "
-0.94533017 ,-0.10055181 ,3 , "Mix  in  the  vanilla  and  eggs  until  well  blended. "
-0.80578918 ,0.67315635 ,4 , "Combine  the  flour ,  baking  soda  and  baking  powder;  stir  into  the  creamed  mixture  until  just  blended. "
-0.99245204 ,-0.01752920 ,5 , "Mix  in  the  chocolate  chips. "
0.56519093 ,0.27661138 ,2 , "Drop  by  heaping  teaspoonfuls  onto  ungreased  baking  sheets. "
0.55211090 ,-0.89540797 ,0 , "Cookies  should  be  at  least  2  inches  apart. "
0.72540207 ,-0.20081107 ,6 , "Bake  for  8  to  10  minutes  in  the  preheated  oven ,  until  edges  are  golden. "
-0.01679529 ,-1.12727511 ,0 , "Let  cookies  cool  for  an  hour  or  so  before  eating. "
-0.14106883 ,-0.98224288 ,0 , "You  can  try  them  fresh  from  the  oven ,  but  they  will  crumble  and  fall  apart. "
0.90649240 ,0.96692139 ,1 , "Preheat  oven  to  350  degrees  F  (180  degrees  C).Cream  together  butter  and  brown  sugar. "
-1.23038373 ,0.55605368 ,5 , "Beat  in  eggs ,  peanut  butter  and  vanilla. "
-0.82940676 ,1.30775247 ,4 , "Add  flour ,  cornstarch ,  salt ,  baking  soda  and  baking  powder.     "
-1.14566706 ,0.56764897 ,5 , "Stir  in  chocolate  chips. "
0.45579180 ,-0.29964551 ,2 , "Roll  into  balls  about  1  1/2  teaspoonfuls  (or  use  cookie  scoop)  and  place  onto  ungreased  cookie  sheets  about  2  inches  apart.     "
-0.09308377 ,-0.94158989 ,0 , "Flatten  slightly  because  they  do  not  flatten  much  while  cooking. "
1.02976317 ,-0.31812128 ,6 , "Bake  for  10  minutes. "
1.94003157 ,0.98018947 ,1 , "Preheat  oven  to  350  degrees  F  (175  degrees  C). "
-0.97096890 ,1.03843493 ,4 , "Combine  flour ,  cocoa  powder ,  baking  soda ,  baking  powder ,  and  salt  in  a  bowl. "
-0.69975125 ,0.05895185 ,3 , "Beat  butter ,  white  sugar ,  and  brown  sugar  in  a  bowl  with  an  electric  mixer  until  light  and  fluffy. "
-0.75465266 ,-0.44866117 ,3 , "Beat  the  first  egg  into  the  butter  until  completely  blended ,  then  beat  in  vanilla  extract  with  the  last  egg. "
-0.66511491 ,0.32997386 ,4 , "Mix  in  flour  mixture  until  just  incorporated. "
-0.64702196 ,0.02696358 ,3 , "Fold  in  oats  and  chocolate  chips ,  mixing  just  enough  to  evenly  combine. "
0.61682447 ,-0.00045773 ,2 , "Drop  tablespoonfuls  of  the  dough  2  inches  apart  onto  ungreased  baking  sheets. "
0.85085997 ,-0.04919578 ,6 , "Bake  in  preheated  oven  until  cookies  are  set ,  11  to  12  minutes. "
0.44233706 ,-0.98967940 ,0 , "Cool  in  baking  sheets  for  10  minutes  before  removing  to  cool  completely  on  a  wire  rack. "
1.85817941 ,0.76065366 ,1 , "Preheat  oven  to  360  degrees  F  (182  degrees  C). "
0.33135826 ,-0.31605992 ,2 , "Line  a  baking  sheet  with  parchment  paper. "
-1.12197164 ,0.77089329 ,4 , "Mix  almond  butter ,  almond  flour ,  palm  sugar ,  egg ,  vanilla  extract ,  and  salt  together  in  a  bowl;  fold  in  chocolate  chips. "
0.16120534 ,-0.38849413 ,2 , "Roll  dough  into  24  balls  and  arrange  on  the  prepared  baking  sheet. "
-0.00009591 ,-0.69727887 ,0 , "Press  each  ball  lightly  with  a  fork  dipped  in  water  to  form  fork  marks. "
0.83939205 ,0.30869858 ,6 , "Bake  in  the  preheated  oven  until  lightly  browned ,  8  to  10  minutes. "
2.30152189 ,1.43608348 ,1 , "Preheat  oven  to  350  degrees  F "
0.06794088 ,0.50203801 ,3 , "(175  degrees  C).In  a  mixing  bowl ,  cream  shortening  and  sugars.     "
-0.80889855 ,0.05007798 ,3 , "Add  beaten  egg  and  vanilla ,  mix  well.     "
-0.87260532 ,1.10490515 ,4 , "Sift  flour ,  baking  soda  and  salt  together. "
-0.80674610 ,0.53553761 ,4 , "Stir  into  creamed  mixture;  blend  thoroughly. "
-0.75401934 ,0.11854008 ,5 , "Fold  in  chocolate  chips. "
0.19945625 ,-0.04622378 ,2 , "Drop  by  teaspoon  onto  cookie  sheets.     "
0.83533313 ,-0.33831924 ,6 , "Bake  in  oven  for  6-9  minutes ,  depending  on  size.     "
0.60477756 ,-0.77943041 ,0 , "Do  not  overbake.     "
-0.07867430 ,-1.13382936 ,0 , "Cookies  should  be  a  little  brown  around  the  edges  when  taken  out.     "
0.22955052 ,-0.81002494 ,0 , "Let  cookies  cool  for  a  few  minutes  before  removing  from  baking  sheet.     "
0.66262336 ,-0.72043025 ,0 , "Finish  cooling  on  rack.     "
0.74995237 ,-1.24387564 ,0 , "NOTE: "
-0.28598586 ,-0.61418897 ,0 , "If  you  use  miniature  chocolate  chips ,  you  can  decrease  the  amount  needed  in  recipe  from  11/4  cups  to  1  cup  and  not  affect  the  quality  of  the  cookies. "
1.90548397 ,0.83802770 ,1 , "Preheat  oven  to  300  degrees  F  (150  degrees  C). "
-0.76277036 ,0.56281399 ,4 , "Sift  together  the  flour ,  baking  soda ,  salt  and  cinnamon ,  set  aside. "
-0.99346393 ,0.34059601 ,3 , "In  a  medium  bowl ,  cream  together  the  butter ,  brown  sugar  and  white  sugar. "
-1.00563916 ,-0.08874315 ,3 , "Beat  in  the  eggs ,  vanilla  and  honey. "
-0.97535943 ,0.34360464 ,5 , "Stir  in  the  dry  ingredients ,  then  fold  in  the  chocolate  chips ,  chocolate  candies ,    peanut  butter  chips  and  nuts. "
0.16257960 ,-0.03088341 ,2 , "Drop  dough  by  teaspoons  onto  an  unprepared  cookie  sheet. "
0.53860770 ,-0.40023550 ,6 , "Bake  for  15  to  18  minutes  in  the  preheated  oven ,  until  the  cookies  are  golden  around  the  edges. "
0.47971932 ,-0.79677602 ,0 , "Remove  from  the  baking  sheet  to  cool  on  wire  racks. "
0.69305568 ,0.57237225 ,1 , "Preheat  oven  to  375  degrees  F  (190  degrees  C).Cream  the  butter  with  the  sugar  and  the  honey. "
-0.98198372 ,0.16422954 ,3 , "Stir  in  the  eggs  and  vanilla. "
-0.75140985 ,0.77122005 ,4 , "Add  the  flour  and  baking  soda. "
-1.00882205 ,0.66163438 ,5 , "Stir  in  the  chopped  candy  bars  and  chopped  walnuts. "
0.46081946 ,0.15833135 ,2 , "Place  teaspoon  sized  cookies  about  2  inches  apart  on  an  ungreased  baking  sheet. "
1.18918894 ,0.27146233 ,1 , "Bake  at  375  degrees  F  (190  degrees  C)  for  10  minutes  or  until  golden  brown. "
0.53842761 ,0.80591323 ,1 , "Preheat  oven  to  375  degrees  F  (190  degrees  C).Cream  together  white  sugar ,  brown  sugar  and  shortening  until  fluffy. "
-0.98198373 ,0.16422954 ,3 , "Stir  in  the  vanilla  and  eggs. "
-0.84977156 ,0.68560195 ,4 , "Combine  the  flour ,  wheat  germ ,  salt  and  baking  soda;  mix  into  the  batter. "
-1.29231315 ,0.86148222 ,5 , "Stir  in  crispy  rice  cereal  and  chocolate  chips. "
0.67543300 ,-0.33711548 ,2 , "Drop  by  teaspoonfuls  on  an  ungreased  cookie  sheet ,  spacing  cookies  2  inches  apart. "
0.56644011 ,-0.28300682 ,6 , "Bake  for  11  to  13  minutes  in  the  preheated  oven ,  until  cookies  are  light  brown  at  the  edges. "
0.06183376 ,-1.44912277 ,0 , "Cool "
-0.45674804 ,-0.98488084 ,0 , "well  before  eating  as  the  chocolate  can  burn  your  mouth. "
2.04531532 ,1.57995425 ,1 , "Preheat  oven  to "
-0.01394619 ,0.46597627 ,3 , "350  degrees  F  (175  degrees  C).In  a    medium  bowl ,  cream  together  the  butter ,  white  sugar  and  brown  sugar  until  smooth. "
-0.77719164 ,-0.36252482 ,3 , "Beat  in  the  egg ,  then  stir  in  the  vanilla. "
-0.88881724 ,0.70467444 ,4 , "Combine  the  flour  and  baking  soda ,  stir  into  the  creamed  mixture. "
-0.85913976 ,0.17564057 ,5 , "Fold  in  the  chocolate  chips  and  walnuts. "
-0.06015623 ,-0.52417751 ,0 , "Drop  by  rounded  ice  cream  scoops  onto  a  cookie  sheet ,  and  press  down  slightly  to  flatten. "
0.45239735 ,-0.84137328 ,0 , "Cookies  should  be  about  2  inches  apart. "
1.17905503 ,-0.06195248 ,6 , "Bake  for  11  to  14  minutes  in  the  preheated  oven. "
0.43929383 ,-0.98649672 ,0 , "Allow  cookies  to  cool  on  baking  sheet  for  5  minutes  before  removing  to  a  wire  rack  to  cool  completely. "
0.52814064 ,0.82524557 ,4 , "Preheat  oven  to  350  degrees  F  (175  degrees  C).Sift  flour ,  baking  soda ,  and  salt  together  into  a  bowl. "
-0.70434031 ,-0.01685464 ,3 , "Beat  butter ,  white  sugar ,  and  brown  sugar  together  in  a  large  bowl  with  an  electric  mixer  until  smooth. "
-0.56790554 ,-0.59003202 ,3 , "Beat  the  first  egg  into  the  butter  until  completely  blended;  beat  in  the  second  egg. "
-0.81643815 ,-0.07766665 ,3 , "Add  whiskey  and  vanilla  extract;  beat  until  smooth. "
-0.89157529 ,0.71441259 ,4 , "Mix  flour  mixture  into  creamed  butter  mixture  until  just  incorporated;  fold  in  chocolate  chips. "
0.28632371 ,-0.40839007 ,0 , "Form  dough  into  1-inch  balls  and  place  on  a  baking  sheet ,  1  to  2  inches  apart. "
